Num,target,statement,classification,rationale
133,Neutral,"According to the Punjab police, farmers allegedly forced the closure of vegetable mandi in Ferozpur and in Bathinda, farmers owing allegiance to Bhartiya Kisan Union stopped some vehicles carrying milk.",Neutral,"Reports on alleged actions by protestors, attributing the information to the police. The language is factual and non-judgmental."
134,Pro,"The state government needs to design farmer-friendly policies, he said.",Neutral,"Expresses a general need for policy improvement, not specific criticism."
135,Pro,Who is playing with the lives of farmers when the agriculture minister says that the Centre has received no request for help for farmers?,Anti,A rhetorical question that strongly accuses the government of negligence and 'playing with the lives of farmers'.
136,Neutral,"We must not allow our youth to fall prey to drugs at any cost, he added.",Neutral,General positive statement about protecting youth from social issues.
137,Neutral,"Corruption and Congress are two sides of a single coin, he said adding that the only policy of he Congress is to divide and rule.",Anti,"A direct and harsh attack on the Congress party, accusing it of corruption and having a 'divide and rule' policy."
138,Neutral,The SAD leader sought punishment for those responsible for 1984 riots.,Neutral,Factual statement about a political leader's demand for justice.
139,Neutral,The CM demanded Radha Mohan Singhs resignation saying that he did not connect with the farmers woes.,Anti,"Directly reports a demand for a minister's resignation, which is a strong form of political attack and criticism."
140,Pro,"The farmers are suffering as a result of the central governments failure to waive their debts, which many state governments, including Punjab , have repeatedly sought, he said.",Anti,"Directly attributes farmer suffering to the 'failure' of the central government, making it a clear anti-government statement."
141,Pro,The chief minister also demanded that the farmers be paid the due price for their produce and in toto implementation of the Swaminathan Commission report.,Pro,"Demands fair price for produce and implementation of a commission report, which supports farmers' welfare and implies the current government is not doing enough."
142,Pro,All the legislators and leaders will be meeting in Nagpur on March 28.,Neutral,A factual statement announcing the date and location of a political meeting.
143,Pro,"Ashok Chavan, Maharashtra Congress president, said the state has been conveniently ignoring farmers suicides and other issues related to farmers despite raising them repeatedly.",Anti,Quotes an opposition leader directly accusing the state government of deliberately 'ignoring' major issues like farmer suicides.
144,Neutral,"Stung by this, Congress said that the party was unaware of the decision taken at the local level by legislator Gopaldas Agrawal and action will be taken against him following a probe.",Neutral,"Reports on an internal party matter and its official response, which is a factual account of party management."
145,Neutral,"The Congress has planned a march on Tuesday, the second day of the session, to protest against the governments inaction on farmer suicides, increasing agrarian distress and other issues.",Anti,"Describes a planned protest explicitly aimed against 'government inaction', making it an anti-government statement."
146,Neutral,"State education and cultural affairs minister Tawde, whose mill has an outstanding of Rs 16.11 crore, said he was not involved in day-to-day affairs of the mill.",Neutral,Factually reports on a potential controversy involving a minister and his subsequent denial or explanation.
147,Pro,"We have been raising the issue of loan waiver from Day one and now its time to take it to people, as the government only wants to road roll on our demands and ignore the concerns of farmers, Ashok Chavan, state president of Congress told HT, after a joint meeting of Opposition leaders.",Anti,Quotes an opposition leader accusing the government of ignoring farmers' concerns and dismissing opposition demands ('road roll on our demands').
